Date,Open,High,Low,Close,Adj Close,Volume
2019-08-19,42.049999,43.700001,40.599998,42.150002,42.150002,112836
2019-08-20,42.250000,42.400002,39.150002,39.299999,39.299999,23491
2019-08-21,40.000000,41.450001,37.549999,38.000000,38.000000,26549
2019-08-22,37.500000,38.500000,36.000000,36.549999,36.549999,40540
2019-08-23,33.500000,41.400002,33.500000,39.650002,39.650002,39667
2019-08-26,40.650002,41.549999,39.150002,40.549999,40.549999,16544
2019-08-27,41.000000,41.349998,40.500000,40.849998,40.849998,8483
2019-08-28,40.950001,41.349998,38.150002,38.599998,38.599998,76583
2019-08-29,38.049999,39.500000,38.000000,38.549999,38.549999,214271
2019-08-30,40.700001,40.700001,37.799999,38.250000,38.250000,31137
2019-09-03,38.250000,38.400002,36.000000,36.200001,36.200001,35536
2019-09-04,35.150002,40.000000,35.099998,38.000000,38.000000,33492
2019-09-05,38.049999,38.849998,38.000000,38.250000,38.250000,9266
2019-09-06,38.950001,41.299999,38.400002,40.900002,40.900002,80771
2019-09-09,42.000000,43.349998,40.200001,42.900002,42.900002,120153
2019-09-11,43.000000,51.450001,40.950001,48.900002,48.900002,499390
2019-09-12,49.299999,49.900002,45.549999,46.900002,46.900002,133293
2019-09-13,48.500000,50.799999,45.650002,49.500000,49.500000,67925
2019-09-16,47.000000,49.500000,47.000000,49.150002,49.150002,17002
2019-09-17,52.900002,52.900002,46.000000,47.450001,47.450001,33508
2019-09-18,48.750000,48.799999,47.500000,47.599998,47.599998,19681
2019-09-19,49.049999,49.049999,45.700001,46.650002,46.650002,117917
2019-09-20,48.500000,51.200001,45.599998,49.150002,49.150002,61071
2019-09-23,53.450001,54.900002,50.049999,50.950001,50.950001,88292
2019-09-24,50.000000,51.700001,48.400002,50.299999,50.299999,41030
2019-09-25,48.150002,49.950001,47.549999,47.700001,47.700001,45151
2019-09-26,47.549999,50.450001,47.299999,48.599998,48.599998,44230
2019-09-27,49.900002,53.950001,49.000000,52.250000,52.250000,228781
2019-09-30,53.450001,53.500000,50.549999,51.450001,51.450001,83803
2019-10-01,51.549999,53.849998,49.349998,51.250000,51.250000,187324
2019-10-03,51.250000,59.400002,50.700001,57.849998,57.849998,212532
2019-10-04,58.299999,58.799999,56.000000,57.099998,57.099998,121622
2019-10-07,57.500000,58.700001,55.099998,57.250000,57.250000,69312
2019-10-09,58.000000,58.599998,55.000000,55.650002,55.650002,98693
2019-10-10,55.349998,57.750000,55.000000,55.450001,55.450001,51193
2019-10-11,55.849998,57.000000,53.750000,54.150002,54.150002,82075
2019-10-14,54.150002,58.900002,54.150002,57.400002,57.400002,85711
2019-10-15,58.950001,63.000000,57.000000,61.599998,61.599998,193200
2019-10-16,62.950001,63.750000,57.500000,61.599998,61.599998,140953
2019-10-17,61.299999,64.699997,61.200001,63.700001,63.700001,118983
2019-10-18,63.599998,67.550003,62.049999,63.700001,63.700001,210968
2019-10-22,65.949997,65.949997,64.000000,65.050003,65.050003,63354
2019-10-23,65.050003,65.250000,63.200001,64.099998,64.099998,86585
2019-10-24,62.849998,68.750000,62.700001,67.650002,67.650002,275899
2019-10-25,69.000000,74.599998,66.250000,72.300003,72.300003,349993
2019-10-27,null,null,null,null,null,null
2019-10-29,73.900002,75.800003,73.000000,75.150002,75.150002,276386
2019-10-30,75.500000,83.800003,73.750000,81.250000,81.250000,460797
2019-10-31,81.199997,82.000000,75.250000,77.349998,77.349998,237570
2019-11-01,78.650002,79.800003,76.199997,76.849998,76.849998,89961
2019-11-04,79.949997,80.050003,76.000000,78.500000,78.500000,88509
2019-11-05,78.150002,81.449997,76.400002,80.250000,80.250000,135128
2019-11-06,80.349998,83.000000,76.000000,76.849998,76.849998,155279
2019-11-07,79.599998,79.599998,74.349998,76.199997,76.199997,96434
2019-11-08,77.000000,77.250000,74.000000,74.449997,74.449997,123015
2019-11-11,72.500000,73.900002,65.000000,69.000000,69.000000,322463
2019-11-13,66.250000,68.750000,66.099998,66.599998,66.599998,57130
2019-11-14,66.349998,67.949997,65.099998,66.349998,66.349998,59925
2019-11-15,65.949997,66.000000,62.549999,63.299999,63.299999,78925
2019-11-18,63.500000,67.250000,62.700001,66.750000,66.750000,158565
2019-11-19,67.250000,71.500000,66.400002,70.199997,70.199997,157607
2019-11-20,70.150002,72.099998,69.500000,70.849998,70.849998,102499
2019-11-21,70.050003,71.000000,67.550003,68.000000,68.000000,131675
2019-11-22,68.099998,68.500000,66.750000,67.400002,67.400002,40208
2019-11-25,68.000000,68.099998,65.550003,66.449997,66.449997,68351
2019-11-26,66.500000,67.000000,65.050003,65.500000,65.500000,122640
2019-11-27,65.150002,67.199997,65.099998,66.199997,66.199997,46951
2019-11-28,66.449997,66.800003,65.400002,65.900002,65.900002,39092
2019-11-29,66.050003,66.050003,63.549999,64.800003,64.800003,42902
2019-12-02,64.900002,67.000000,63.000000,65.849998,65.849998,230423
2019-12-03,66.449997,66.500000,63.099998,64.250000,64.250000,48928
2019-12-04,64.650002,64.699997,63.200001,64.400002,64.400002,20137
2019-12-05,63.950001,65.300003,63.500000,64.699997,64.699997,61133
2019-12-06,64.800003,65.599998,63.500000,64.099998,64.099998,52151
2019-12-09,61.700001,64.699997,61.700001,63.450001,63.450001,28454
2019-12-10,63.700001,63.700001,62.349998,62.700001,62.700001,40670
2019-12-11,62.700001,63.299999,62.000000,62.250000,62.250000,27311
2019-12-12,62.000000,62.450001,61.549999,61.849998,61.849998,39486
2019-12-13,61.900002,63.000000,61.849998,62.599998,62.599998,8043
2019-12-16,62.650002,63.849998,62.650002,62.900002,62.900002,19556
2019-12-17,62.549999,69.300003,62.299999,67.900002,67.900002,143432
2019-12-18,68.800003,68.849998,66.050003,66.349998,66.349998,43824
2019-12-19,66.349998,66.500000,65.199997,66.050003,66.050003,36295
2019-12-20,67.849998,68.000000,65.000000,67.099998,67.099998,75389
2019-12-23,67.000000,67.250000,65.050003,65.750000,65.750000,40378
2019-12-24,67.949997,68.000000,64.800003,66.400002,66.400002,38029
2019-12-26,66.449997,66.650002,64.800003,65.000000,65.000000,33404
2019-12-27,66.000000,67.199997,64.800003,66.599998,66.599998,69348
2019-12-30,66.599998,66.599998,64.500000,64.699997,64.699997,44926
2019-12-31,66.349998,66.650002,63.299999,64.849998,64.849998,24348
2020-01-01,63.950001,65.599998,62.549999,63.549999,63.549999,65739
2020-01-02,62.900002,67.750000,62.900002,66.050003,66.050003,150764
2020-01-03,66.699997,66.750000,63.299999,63.700001,63.700001,32830
2020-01-06,64.000000,64.000000,60.299999,61.099998,61.099998,111665
2020-01-07,61.099998,64.000000,59.549999,60.200001,60.200001,31177
2020-01-08,60.000000,61.150002,56.650002,57.750000,57.750000,85561
2020-01-09,58.299999,60.349998,57.299999,57.750000,57.750000,100421
2020-01-10,59.650002,59.700001,54.799999,55.849998,55.849998,79177
2020-01-13,55.900002,58.200001,55.200001,55.950001,55.950001,54875
2020-01-14,58.799999,58.799999,55.900002,56.900002,56.900002,47225
2020-01-15,56.700001,60.849998,56.250000,58.000000,58.000000,282638
2020-01-16,59.400002,60.700001,56.150002,57.049999,57.049999,275264
2020-01-17,57.099998,57.799999,52.250000,53.849998,53.849998,107779
2020-01-20,53.849998,55.000000,52.049999,53.000000,53.000000,99233
2020-01-21,52.099998,52.799999,49.000000,50.250000,50.250000,181626
2020-01-22,49.049999,51.849998,46.950001,48.950001,48.950001,132980
2020-01-23,49.000000,50.400002,48.000000,49.750000,49.750000,40020
2020-01-24,50.950001,59.049999,49.049999,57.400002,57.400002,383123
2020-01-27,58.450001,60.400002,56.549999,57.750000,57.750000,214334
2020-01-28,58.650002,58.650002,54.150002,54.750000,54.750000,140591
2020-01-29,56.900002,57.000000,54.299999,56.150002,56.150002,50207
2020-01-30,54.299999,56.299999,53.099998,55.299999,55.299999,44956
2020-01-31,55.549999,56.750000,54.349998,54.849998,54.849998,12551
2020-02-03,52.500000,55.599998,50.950001,51.500000,51.500000,51243
2020-02-04,53.000000,55.750000,51.950001,52.849998,52.849998,79641
2020-02-05,53.750000,55.400002,52.299999,54.200001,54.200001,51472
2020-02-06,55.599998,58.450001,53.049999,55.799999,55.799999,62280
2020-02-07,56.700001,56.900002,53.500000,55.349998,55.349998,25775
2020-02-10,55.349998,57.049999,53.500000,55.900002,55.900002,117527
2020-02-11,56.049999,58.500000,55.900002,56.250000,56.250000,50227
2020-02-12,56.200001,58.000000,55.950001,56.900002,56.900002,29855
2020-02-13,56.000000,63.200001,55.700001,61.349998,61.349998,304670
2020-02-14,61.900002,62.900002,60.400002,61.700001,61.700001,71215
2020-02-17,61.950001,62.000000,57.450001,57.849998,57.849998,66656
2020-02-18,57.900002,58.549999,56.000000,57.799999,57.799999,51213
2020-02-19,57.799999,59.000000,56.950001,57.700001,57.700001,37625
2020-02-20,57.549999,59.000000,56.750000,58.250000,58.250000,107733
2020-02-24,58.400002,58.400002,55.049999,55.450001,55.450001,32057
2020-02-25,56.700001,56.700001,55.299999,55.849998,55.849998,20826
2020-02-26,55.500000,56.599998,54.950001,55.700001,55.700001,63123
2020-02-27,55.500000,56.150002,54.700001,55.599998,55.599998,159322
2020-02-28,54.000000,54.500000,50.750000,52.400002,52.400002,103329
2020-03-02,56.400002,62.500000,48.549999,50.099998,50.099998,100567
2020-03-03,51.900002,53.000000,48.000000,49.950001,49.950001,69347
